item_name,item_category
"Cap, 68uF, 63V, 20%, SMT F",Capacitor
"CAP, 330uF, 80V, ELECT, SMTJ16, FK",Capacitor
"Cap, 47uF, 80V, 20%, Elect, SMT G",Capacitor
"CAP,ROHS, 47UF, 80V, 20%, ELECT, SM",Capacitor
"Cap,100uF, 100V, 20%, Elect, J16",Capacitor
"CAP,ROHS,100UF, 100V, 20%, ELECT, J",Capacitor
"Cap,33uF, 100V, 20%, Elect, SMT G",Capacitor
"CAP,ROHS,33UF, 100V, 20%, ELECT, SM",Capacitor
"Cap,22uF, 35V, 20%, Elect, SMT C",Capacitor
"Cap,RoHS, 22uF, 63V, 20%, Elect, SM",Capacitor
"CAP, RoHS, FILM, 100NF, 1KV, 5%, RADIAL",Capacitor
"CAP, RoHS, FILM, 4.7NF, 2KV, 700VAC, 5%, RADIAL",Capacitor
"CAPACITOR, RoHS, FILM, 1UF, 560V, 20%, RADIAL",Capacitor
"CAPACITOR, RoHS, FILM, 1.0NF, 1KV, 20%, RADIAL",Capacitor
"CAPACITOR, RoHS, FILM, 3.3uF, 450V, 5%, RADIAL",Capacitor
"CAPACITOR, RoHS, X2, 220nF, 630V, 20%, RADIAL",Capacitor
"Capacitor, Mono Ceramic, 50V, X7R,",Capacitor
"CAPACITOR, RoHS, 30pF, 50V, 1%, NP0, 0603",Capacitor
"Cap, 4700pF, 1KV, 10%, Cer",Capacitor
"Cap, 10000pF, 1KV, 10%, Cer",Capacitor
"Capacitor, RoHS, 0.015uF, 10%, X7R, 1206",Capacitor
"Cap,.01uF,50V,Cer,10%,X7R",Capacitor
"Cap,0.1uF,50V,Cer,10%,X7R",Capacitor
"CAP,1.0uF,50V, Cer, 10%, X7R",Capacitor
"Cap, RoHS, 1.0uF, 50V, 10%, Cer, X7R, Radial",Capacitor
"Cap,0.22uf,50V,cer,10%,X7R",Capacitor
"Cap,0.33uF,50V,Cer,10%,X7R",Capacitor
"Cap,0.47uF,50V,Cer,10%,X7R",Capacitor
"Cap,.01uF100V,X7R,.1Spg,10%",Capacitor
"Cap,0.1uf,100V,X7R,.1Spg,10%",Capacitor
"Capacitor, Mono Ceramic, 50V, X7R,",Capacitor
"Cap, 470pF, 3KV, Cer Disc, 5%,",Capacitor
"Cap, RoHS, 680pF, 6.3KV, 10%, Disc",Capacitor
"Cap, 100pf, 50V, 5%, C06",Capacitor
"Cap,1000pF,50V,Cer",Capacitor
"Cap,2.2uF,50V,Cer",Capacitor
"Cap,RoHS, 2.2uF,50V,Cer",Capacitor
"Cap, 150pF, 630V, 5%, Cer, COG, 120",Capacitor
"CAP,ROHS,150PF, 630V, 5%, CER, COG,",Capacitor
"Cap,15pF,50V,Cer",Capacitor
"Cap,47pf,50V,Cer,5%,COG",Capacitor
"Cap,68pf,50V,Cer,5%,COG",Capacitor
"Cap, 2200pf, 2KV, CER, 5%, LOW ESR",Capacitor
"Cap, RoHS, 2200pF, 50V, 10%, X7R, 0603",Capacitor
"CAP,4.7PF,100V,CER,5%,COG",Capacitor
"CAP,6800PF,100V,CER,10%,X7R",Capacitor
"Cap,1500pF,3kV,Cer,NPO",Capacitor
"Cap, RoHS, 1500pF, 3kV, 5%, Cer, NPO, Radial",Capacitor
"Cap,2200pF,3kV,Cer,NPO",Capacitor
"Cap, RoHS,2200pF, 3kV, 5%, Cer, NPO, Radial",Capacitor
"Cap,220pf,100V,Cer Disc,5%",Capacitor
"Cap,0.22uF,25V,Cer,10%,X7R,1206",Capacitor
"Cap, 3300pF, 50V, 10%, Cer, X7R, 12",Capacitor
"Cap, 47000pF, 50V, 10%, Cer, X7R, 1",Capacitor
"Cap, 5600pF, 50V, 10%, Cer, X7R, 12",Capacitor
"Cap,10pF,50V,Cer,5%,SurMount",Capacitor
"Cap,100pF,50V,Cer,5%,SurMount",Capacitor
"Cap,1000pF,50V,Cer,5%,1206,NPO",Capacitor
"Cap, RoHS, 1000pF, 50V, NPO, Cer, 5%, 1206",Capacitor
"Cap,0.01uF,50V,Cer,10%,SMT,1206",Capacitor
"Cap, RoHS, 0.01uF, 50V, 10%, Cer, X7R, 1206",Capacitor
"Cap,0.1uF,50V,Cer,10%,1206",Capacitor
"Cap, RoHS, 0.1uF, 50V, 10%, Cer, X7R, 1206",Capacitor
"Cap,100pF,50V,Cer,5%,0805",Capacitor
"CAP, RoHS, 100pF,50V,5%, NPO,0805",Capacitor
"Cap,1000pF,50V,Cer,10%,0805",Capacitor
"Cap, RoHS, 1000pF, 50V, Cer, 10%, 0805",Capacitor
"Cap,0.01uF,50V,Cer,10%,0805",Capacitor
"Cap,RoHS,0.01uF,50V,Cer,10%,0805",Capacitor
"Cap,1000pF,200V,5%,Cer,NPO,1206",Capacitor
"CAP,ROHS, 1000PF,200V,5%,CER,NPO,12",Capacitor
"Cap, 1.0uF, 25V, 10%,Cer, X7R, 1206",Capacitor
"Cap,RoHS,1.0uF,25V,10%,Cer,X7R,1206",Capacitor
"Cap, 1.0uF,10V,10%, Cer, 0805",Capacitor
"Cap, RoHS, 1.0uF, 10V, 10%, Cer, 08",Capacitor
"Cap, 1nF,50V, 10%,Cer, 0805",Capacitor
"Cap,RoHS, 1nF,50V, 10%,Cer, 0805",Capacitor
"Cap, 0.1uF,50V,10%,Cer,0805",Capacitor
"Cap, RoHS, 0.1uF,50V,10%,Cer,0805",Capacitor
"Cap, .1uF, 25V, 10%, Cer, X7R, 0805",Capacitor
"Cap, 0.01uF, 100V, 10%, Cer, 0805",Capacitor
"Cap, 680 pF, 50V,10%,Cer, X7R, 0805",Capacitor
"Cap, 3.9nF, 50V, 10%, Cer,X7R,0805",Capacitor
"Cap, 100pF, 630V, 5%, C0G, 1206",Capacitor
"Cap, 0.18uF, 25V, CER, 10%, 0805",Capacitor
"Cap,1.0uF, 100V, 20%, 1206",Capacitor
"CAP,ROHS,1.0UF, 100V, 20%, 1206",Capacitor
"Cap,1000pF, 100V, 10%, Cer, X7R, 08",Capacitor
"CAP,ROHS,1000PF, 100V, 10%, CER, X7",Capacitor
"Cap, RoHS, 10uF, 25V, Cer, X7R, 120",Capacitor
"Cap,2.2uF,16V,Cer,SMT",Capacitor
"Cap, 2.2uF,10V,Cer, 10%,0805",Capacitor
"Cap, RoHS, 2.2uF,10V,Cer, 10%,0805",Capacitor
"Cap, 220pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, RoHS, 220pF, 50V, Cer (NPO), 5",Capacitor
"Cap, 220pF, 50V, 10%, Cer, 0805",Capacitor
"Cap, RoHS, 0.22uF, 100V, 10%, X7R,",Capacitor
"Cap, 270pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, RoHS, 270pF, 50V, Cer (NPO), 5",Capacitor
"Cap,RoHS, 10uF, 25V, 10%, X5R, 0805",Capacitor
"Cap, 3.3nF,50V,Cer,10%,0805",Capacitor
"Cap, RoHS, 3.3nF, 50V, Cer, 10%, 08",Capacitor
"Cap, 33pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, RoHS, 33pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, 390pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, RoHS, 390pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap, 33nF, 100V, 10%, Cer, 0805",Capacitor
"CAP,0.33uF, 50V, 10%, X7R, 0805",Capacitor
"Cap, RoHS, 10uF, 6.3V, 10%, Cerm, X",Capacitor
"Cap,RoHS,33pF, 50V, 1%, NPO, 0805",Capacitor
"Cap, 4700pF, 50V, Cer, 5%, NPO,1206",Capacitor
"Cap, RoHS, 4700pF, 50V, CER, 5%, NPO, 1206",Capacitor
"Cap, 0.047uF,50V,Cer,10%,0805",Capacitor
"Cap, RoHS, 0.047uF,50V,Cer,10%,0805",Capacitor
"Cap, 470pF, 50V, 10%, Cer, 0805",Capacitor
"Cap, 4.7uF, 10%, Cer, 0805",Capacitor
"Cap,47pF, 50V, 5%, Cer NPO, 0805",Capacitor
"Cap, RoHS, 47pF, 50V, 5%, Cer NPO, 0805",Capacitor
"Cap, RoHS, 150pF, 200V, 5%, Cer NPO, 0805",Capacitor
"Cap, RoHS, 0.47uF, 50V, 10%, X7R, 0",Capacitor
"Cap, 5.6nF,50V,Cer,10%,0805",Capacitor
"Cap, RoHS, 5.6nF, 50V, Cer, 10%, 08",Capacitor
"CAP,560pF, 50V, 10%, X7R, 0805",Capacitor
"Cap, 1uF, 16V, 10%, X7R, 1206",Capacitor
"Cap, RoHS, 1uF, 16V, 10%, X7R, 1206",Capacitor
"Cap,68pF,50V,Cer,10%,Surface Mount",Capacitor
"Cap, RoHS, 68pF, 50V, 5%, Cer, NPO, 1206",Capacitor
"Cap, 68pF,50V,Cer (NPO),5%,0805",Capacitor
"Cap,RoHS,68pF,50V,Cer (NPO),5%,0805",Capacitor
"CAP,0.68uF, 25V, 10%, X7R, 0805",Capacitor
"CAP,ROHS,0.68UF, 25V, 10%, X7R, 080",Capacitor
"Cap, RoHS, 0.068uF, 50V, 10%, X7R,",Capacitor
"Cap, 82pF, 50V, Cer, 10%, 0805",Capacitor
"Cap, 8200pF, 50V, Cer, 10%, 0805",Capacitor
"Cap,2.2nF, 50V, 10%, Cer, X7R, 0805",Capacitor
"Cap, RoHS, 2.2nF, 50V, 10%, Cer, X7",Capacitor
"Cap, 0.033uF, 50V, 10%, CER X7R, 08",Capacitor
"Cap, 10uF, 10V, 10%, CER X5R, 0805",Capacitor
"CAP, 0805, 5%, 330PF",Capacitor
"Cap, RoHS, 330pF, 50V, NPO (C0G), 0805",Capacitor
"CAP,180pF, 630V, CER, 5%, NPO, 1206",Capacitor
"CAP,ROHS,180PF,630V,CER,5%,NPO1206",Capacitor
CAP 2200PF 630V 5% CER NPO 1206,Capacitor
"CAP,ROHS,2200PF, 630V, 5%, CER, NPO",Capacitor
"Cap,0.1uF, 100V, 20%, Cer, X7R, 120",Capacitor
"Cap, RoHS, 0.1uF, 100V, 20%, Cer, X7R, 1206",Capacitor
"Cap,RoHS, 1000pF, 1000V, X7R, 1206",Capacitor
"Cap, RoHS, 0.022uF, 50V, 10%, X7R,",Capacitor
"Cap, RoHS, 47pF, 200V, COG, 0805",Capacitor
"Cap, RoHS, 100pF, 100V, 1%, COG, 0805",Capacitor
"Cap, 0.1uF,100V,Cer,10%,1206",Capacitor
"CAP,ROHS,0.1UF,100V,CER,10%,1206",Capacitor
"Cap, 10000pF, 50V, 5%, Cer, NP0, 12",Capacitor
"Cap, 0.01uF, 100V, 20%, 1206",Capacitor
"CAP,ROHS,0.01UF, 100V, 20%, 1206",Capacitor
"Cap,220pF,50V,10%,Cer,X7R,1206",Capacitor
"CAP,ROHS, 220PF,50V,10%,CER,X7R,120",Capacitor
"Cap,2.2uF, 16V, 10%, CER, 1206",Capacitor
"CAP,ROHS,2.2UF,16V,10%,CER,1206",Capacitor
"Cap, RoHS, 2.2uF, 100V, 10%, Cer, X",Capacitor
"Cap,2700pF,50V,Cer,NPO,1206",Capacitor
"CAP,ROHS, 2700PF,50V,CER,NPO,1206",Capacitor
"Cap,270pF,50V,10%,Cer,X7R,1206",Capacitor
"CAP,ROHS, 270PF,50V,10%,CER,X7R,120",Capacitor
"Cap,33pF,50V,Cer,5%,SurMount",Capacitor
"Cap,RoHS,33pF,50V,5%,Cer,NPO,1206",Capacitor
"Cap, 390pF, 50V, Cer, X7R, 1206",Capacitor
"Cap,330pF, 630V, 5%, C0G, 1206",Capacitor
"Cap,3900pF, 200V, 10%, Cer, X7R, 12",Capacitor
"CAP,ROHS,3900PF, 200V, 10%, CER, X7",Capacitor
"Cap,RoHS, 3.9nF, 50V, 10%, Cer, X7R, 1206",Capacitor
"Cap,47pF,50V,5%,Cer,NPO,1206",Capacitor
"CAP,ROHS,47PF,50V,5%,CER,NPO,1206",Capacitor
"Cap, .15uF, 16V, Cer, X7R, 1206",Capacitor
"Cap, 150pF, 50V, Cer, 1206",Capacitor
"Cap, 680pF, 50V, 10%, Cer, 1206",Capacitor
"CAP, 0805, 5%, 68PF",Capacitor
"Cap,RoHS, 68pF, 50V, 5%, Cer C0G (N",Capacitor
"Cap, 1.0uF,100V,Cer,20%,1210",Capacitor
"Cap,RoHS,1.0uF,100V,Cer,20%,1210",Capacitor
"Cap, 10000pF, 50V, Cer, NPO, 1210",Capacitor
"Cap, 1uF, 50V, Cer, X5R, 1210",Capacitor
"Cap, RoHS, 1uF, 50V Cer, 1210",Capacitor
"Cap, 1800pF, 50V, Cer, 1206",Capacitor
"Cap, 82n, 100V, Cer, 1206",Capacitor
"Cap,0.1uF, 50V, 10%, Cer X7R, 0603",Capacitor
"CAP,ROHS,0.1UF, 50V, 10%, CER X7R,",Capacitor
"Cap,0.01uF, 50V, 10%,Cer X7R, 0603",Capacitor
"CAP,ROHS,0.01UF, 50V, 10%,CER X7R,",Capacitor
"Cap,1.0uF, 10V, 10%, Cer X5R, 0603",Capacitor
"CAP,ROHS,1.0UF, 10V, 10%, CER X5R,",Capacitor
"Cap,2.2uF, 10V, 10%, Cer X5R, 0603",Capacitor
"CAP,ROHS,2.2UF, 10V, 10%, CER X5R,",Capacitor
"Cap,220pF, 50V, 5%, Cerm NPO, 0603",Capacitor
"CAP,ROHS,220PF, 50V, 5%, CERM NPO,",Capacitor
"Cap,82pF, 50V, 5%, Cerm NPO, 0603",Capacitor
"Cap,5600pF, 50V, 10%, Cerm NPO, 060",Capacitor
"CAP,ROHS,5600PF, 50V, 10%, CERM NPO",Capacitor
"Cap,3300pF, 50V, 10%, Cerm X7R, 060",Capacitor
"CAP,ROHS,3300PF, 50V, 10%, CERM X7R",Capacitor
"Cap,47pF, 50V, 5%, Cerm NPO, 0603",Capacitor
CAP ROHS 47PF 50V 5% CERM NPO 0603,Capacitor
"Cap,560pF, 50V, 5%, Cerm NPO, 0603",Capacitor
"CAP,ROHS,560PF 50V 5% CERM NPO 0603",Capacitor
"CAP,270pF, 50V, 10%, X7R, 0603",Capacitor
"CAP,ROHS,270PF, 50V, 10%, X7R, 0603",Capacitor
"CAP,1000pF, 50V, 10%, CERAMIC X7R",Capacitor
"Cap,RoHS,1000pF, 50V, 10%, Cerm, X7R, 0603",Capacitor
"CAP,ROHS, 390PF, 50V, 5%, CER NP0,",Capacitor
"CAP,ROHS,270PF, 50V, 5%, CER NP0, 0",Capacitor
"CAP, ROHS, 20PF, 50V, 5%, NPO, 0603",Capacitor
"CAP,ROHS, 0.033UF, 50V, 10%, X7R, 0",Capacitor
"CAP,ROHS, 120PF, 50V, 5%, NPO, 0603",Capacitor
"CAP, ROHS, 100PF, 50V, 5%, C0G 060",Capacitor
"CAP,ROHS, 10PF, 50V, 5%, C0G, 0603",Capacitor
CAP ROHS 1500PF 50V 5% C0G 0603,Capacitor
"CAP, ROHS, 1200PF, 50V, C0G, 0603",Capacitor
"CAP,ROHS, 680PF, 50V, 5%, C0G, 0603",Capacitor
"CAP, ROHS, 27PF, 50V, 5%, C0G, 0603",Capacitor
"CAP ROHS, 5600PF 50V 10% X7R 0603",Capacitor
"CAP ROHS, 3300PF 50V 10% X7R 0603",Capacitor
"CAP,ROHS, 0.047UF, 50V, 10%, X7R, 0",Capacitor
"Cap,RoHS, 10.000pF, 100V, 10%, Cerm",Capacitor
"Cap, RoHS, 390pF, 50V, 1%, C0G, 060",Capacitor
"Cap, RoHS, 10uF, 10V, 10%, X5R, 060",Capacitor
"Cap, RoHS, 100pF, 100V, 1%, NP0, 0603",Capacitor
"Cap, RoHS, 47pF, 100V, 1%, NP0, 0603",Capacitor
"Cap, RoHS, 33pF, 100V, 1%, Cerm COG, 0603",Capacitor
"Cap, RoHS, 12pF, 50V, 1%, C0g, 0603",Capacitor
"Cap, RoHS, 10pF, 10V, +/- 0.25pF, NPO, 0402",Capacitor
"Cap, RoHS, 1000pF, 10V, 10%, 0402",Capacitor
"Cap, RoHS, 1.0uF, 10V, 15%, X5R, 0402",Capacitor
"Cap, RoHS, 0.47uF, 10V, 15%, X5R, 0402",Capacitor
"Cap, RoHS, 0.22uF, 10v, 15%, X5R, 0201",Capacitor
"Cap, RoHS, 0.1uF, 10V, 15%, X7R, 0402",Capacitor
"Cap, RoHS, 0.1uF, 10V, 15%, X5R, 0201",Capacitor
"Cap, RoHS, 0.01uF, 10V, 15%, X7R, 201",Capacitor
"Cap, RoHS, 22uF, 6.3V, 20%, Cer, X5R, 0603",Capacitor
"Cap, RoHS, 47uF, 6.3V, 20%, Cer, X5R, 0805",Capacitor
"Cap, RoHS, 100uF, 10V, 20%, Cer, X5R, 1206",Capacitor
"Cap, RoHS, 68uF, 6.3V, 20%, Cer, X5R, 1206",Capacitor
"Cap, RoHS, 2.2uF, 6.3V, Cer, X5R, 0502",Capacitor
"Cap, RoHS, 330pF, 25V, 5%, Cer, COG,0402",Capacitor
"Cap, RoHS, 3300pF, 16V, 10%, Cer, X7R, 0402",Capacitor
"Cap, RoHS, 10uF, 10V, 20%, X5R, 0402",Capacitor
"Cap, RoHS, 10uF, 25V, 20%, X5R, 0603",Capacitor
"CAPACITOR, RoHS, CER, 1NF, 50V, 5%, 0805",Capacitor
"CAPACITOR, RoHS, CERAMIC, 1UF, 50V, 5%, 0805",Capacitor
"CAP, RoHS, CER, 4.7nF, 50V, 5%, 0805",Capacitor
"CAP, RoHS, XR7, 10nF, 2KV, 5%, 1825",Capacitor
"Cap, RoHS, 10uF, 6.3V, 20%, X5R, 0402",Capacitor
"Cap, RoHS, 2200pF, 50V, 10%, X7R, 0402",Capacitor
"CAPACITOR, RoHS, CER, 3.9nF, 400V, 5%, 1206",Capacitor
"CAPACITOR, RoHS, CER, 4.7UF, 16V, 10%, 0805",Capacitor
"CAPACITOR, RoHS, CER, 10uF, 16V, 10%, 0805",Capacitor
"CAPACITOR, RoHS, CER, 33nF, 50V, 5%, 0805",Capacitor
"CAPACITOR, RoHS, CER, 33pF, 50V, 5%, 0805",Capacitor
"CAP, RoHS, CER, 47NF, 50V, 5%, 0805",Capacitor
"CAPACITOR, RoHS, CER, 100nF, 50V, 5%, 0805",Capacitor
"CAPACITOR, RoHS, X7T, 100nF, 400V, 5%, 1206",Capacitor
"CAPACITOR, RoHS, CER, 220pF, 50V, 5%, 0805",Capacitor
"Cap, 10000pf, 1KV, MICA, 1%, Radial",Capacitor
"Cap, 1000pF, 1000V",Capacitor
"CAP,ROHS,1000PF, 1000V",Capacitor
"Cap,1800pF, 1000V, 5%",Capacitor
"CAP,ROHS,1800PF, 1000V, 5%",Capacitor
"Cap, 20,000 PF, 500V, 5%, Silver Mi",Capacitor
"CAP,ROHS,20,000 PF, 500V, 5%, SILVE",Capacitor
"Cap, 2200pF, 500V, 5%, Silver Mica,",Capacitor
"Cap, 10000pF, 500V, 5%, Silver Mica",Capacitor
"Cap, RoHS, 4700PF, 500V, 1%, Silver Mica, Radial",Capacitor
"Cap,.005uf,500V,Mica,1%,.35spg",Capacitor
CAP 2200pF 1000V 5% SILVER MICA RAD,Capacitor
"CAP,ROHS,2200PF, 1000V, 5%, SILVER",Capacitor
"PCB, FAB, ATM End Effector Sensor R",Printed Circuit Board
"PCBA, ATM END EFFECTOR SENDOR DRIVE",Printed Circuit Board Assembly
"PCA, RS232 Isolation CPU",Printed Circuit Board Assembly
"PCBA, RS232 ISOLATION CPU",Printed Circuit Board Assembly
"PCBA, DISPLAY BD",Printed Circuit Board Assembly
"PCBA, DISPLAY BD",Printed Circuit Board Assembly
"PCBA, FRONT PANEL BD",Printed Circuit Board Assembly
"PCBA, FRONT PANEL BD",Printed Circuit Board Assembly
"Inductor, common mode choke",Inductor
"Inductor, 2700uH, 0.4A",Inductor
"Inductor, 47uH",Inductor
"Inductor, 47uH, Surface Mount",Inductor
"Inductor, 100uH, 10%, Surface Mount",Inductor
"Inductor, 150uH, 10%, Surface Mount",Inductor
"Inductor, RoHS,150uH, 10%, Surface Mount",Inductor
"Inductor, 47uH, 10%, Surface Mount",Inductor
"Inductor,RoHS, 1000uH, 5%, SMT, 1812",Inductor
INDUCTOR 15UH,Inductor
"Inductor, 220uH, 10%, SMT 5022",Inductor
"Inductor, 2200uH, 10%, C5",Inductor
"Inductor, RoHS, 2200uH, 10%, C5",Inductor
"Inductor, 680uH, 10%, C5",Inductor
"Inductor, RoHS, 680uH, 10%, C5",Inductor
"Inductor, 22uH, 16A, 15%, Vert",Inductor
"Inductor, RoHS, 22uH, 16A, 15%, Vert",Inductor
"Inductor, 56uH, 15%, 2300",Inductor
"Inductor, 100uH, 20%, SMT 5022",Inductor
"Inductor, 470uH, 10%, SMT 5022",Inductor
"Inductor,RoHS, 12uH, 19A, Vert",Inductor
"INDUCTOR,ROHS, 12UH, 19A, VERT",Inductor
"Inductor, 330uH, 5%, 4532",Inductor
"Inductor,RoHS, 330uH, 5%, 4532",Inductor
"Inductor, 56uH, 5%, 4532",Inductor
"Inductor, 47uH, 15%, 6.7A, Vert",Inductor
"Inductor, 220uH, 15%, 2200",Inductor
"INDUCTOR,ROHS, 220UH, 15%, 2200",Inductor
IND 10UH,Inductor
"Inductor, 470uF, 15%, Vert",Inductor
"INDUCTOR,ROHS, 150UH, 20%, SMD",Inductor
"Inductor, Toroid, 470uH, 15%, 2.3A,",Inductor
"INDUCTOR,ROHS, TOROID, 470UH, 15%,",Inductor
"Inductor, 820uH, 5%, 1812",Inductor
"Inductor,RoHS, 820uH, 5%, 1812",Inductor
"Inductor, 33uH, 15%, 2303",Inductor
"Inductor,180uF, 5%, 1812 (4532 metr",Inductor
"INDUCTOR, 27uH, 5%, 4532",Inductor
"INDUCTOR,ROHS, 27UH, 5%, 4532",Inductor
"Inductor,RoHS, 68uH, 7A, 15%",Inductor
"INDUCTOR,ROHS, 47UH, 15%, 2100",Inductor
"INDUCTOR,ROHS, 150NH, 5%, SMT",Inductor
"INDUCTOR,ROHS, 330NH, 5%, SMT",Inductor
"Inductor, RoHS, 47uH, +/-20%, SMT",Inductor
"Inductor, RoHS, 10uH, 20%, 5.5A, SM",Inductor
"Inductor, RoHS, 1.0uH, 0805",Inductor
"Inductor, 27uH",Inductor
"Inductor, RoHS, 100uH, 20%, 5A, SMT",Inductor
"Inductor, RoHS, 22uH, 16A, 15%, Vert",Inductor
"Inductor, RoHS, 820uH, 4532",Inductor
"Inductor, RoHS, 47uH, +/-20%, 8.7a, SMT",Inductor
"Inductor, RoHS, 1mH, 5%, 4532",Inductor
"Inductor, RoHS, 1uH, 30%, VLS4012, SMT",Inductor
"Inductor, RoHS, 1.5 uH, 30%, VLS4012, SMT",Inductor
"Inductor, RoHS, 2.2uH, 30%, VLS4012, SMT",Inductor
"Inductor, RoHS, 4.7uH, 30%, VLS4012, SMT",Inductor
"Inductor, RoHS, 10uH, 20%, VLP8040, SMT",Inductor
"IND,3.3UH,5A,TH",Inductor
"IND, RoHS, 1UH, TH",Inductor
"IND, RoHS, CM ZJYS81R5-2PL25T-G01, 0.5A",Inductor
"IND, RoHS, CM, ACM1211-102-2PL-TL01, 6A",Inductor
"IND, RoHS, 8MH, TH",Inductor
"IND, RoHS, 75UH, TH",Inductor
"IND, RoHS, 1UH, 5A, TH",Inductor
"INDUCTOR,ROHS, 330UH, 5%, 4532",Inductor
"Bead, RoHS, Ferrite,Wired",Misc. Electrical
"Bead,RoHS, Ferrite, SMT, 1206",Misc. Electrical
"Transformer, RS232",Transformer
"Transformer, IF-30-230,Line-Line,Du",Transformer
"Transformer, FET Drive, 1:1:1, DIP",Transformer
"Transformer,RoHS, Ethernet, Single",Transformer
"TRANSFORMER, RoHS, P0585NL, 450UH, TH",Transformer
"TRANSFORMER, RoHS, PE-67200NL, 38A, 80MH, TH",Transformer
"Conn, RoHS, Header, 8Posn, 1.25mm, RA",Connector
"Conn, RoHS, Header, 5Posn, 0.10sp, RA",Connector
"CONN, RoHS, HEADER, 4P",Connector
"CONN, RoHS, HEADER, MALE, 2P, 3.96MM",Connector
"CONN, RoHS, HEADER, MALE, 5P, 2.5MM",Connector
"CONN, RoHS, HEADER, MALE, 3P, 3.96MM",Connector
"CONN, RoHS, HEADER, MALE, 7P, 1.25MM, SMD",Connector
"Connector, RoHS, 9 posn, 2mm",Connector
"Connector, RoHS, Modular Jack, 8P8C, RA",Connector
"Connector, RoHS, Header, 8posn, 1.25mm, SMT",Connector
CONN HEADER XA 8POS 2.5MM TIN,Connector
"Connector, RoHS, USB B Type, RA, PC MNT",Connector
"CONNECTOR, RoHS, Modular, 6 POSN, RA",Connector
"Conn, RoHS, 2 Posn, 0.10 SP, Box Header St",Connector
"Conn, 3Posn, Straight Header",Connector
"Conn, 4Posn, Straight Header",Connector
"Conn, 10 Posn, Box Hdr, St",Connector
"Conn, RoHS, 10 Posn, Box Hdr, St",Connector
"Conn, 20Posn, Box Hdr, St",Connector
"Conn,40 Posn,Box Hdr,St",Connector
"Conn, RoHS, Micro SC Card",Connector
"Conn, RoHS, 30 Posn, Single Row, RA",Connector
"Conn, RoHS, Header, 20 Posn, 1.27mm",Connector
"Conn, RoHS, Header, 4 Posn, 1.25mm, RA",Connector
"Conn, RoHS, Header, 60 Posn, 0.6mm, Gold",Connector
"Conn, RoHS, Header, 20 Posn, 1/27mm, Protected",Connector
"Conn,10Posn,Rbn",Connector
"CONN,ROHS, 10POSN,RBN",Connector
"Conn,14Posn,Rbn",Connector
"Conn, 16 Posn, Rbn",Connector
"CONN,ROHS, 16 POSN, RBN",Connector
"Conn,26Posn,Rbn",Connector
"Conn,40Posn,Rbn",Connector
"Conn, RoHS, 40Posn, Vert, .100, Gold",Connector
"Conn,50Posn,Rbn",Connector
"CONN,ROHS, 14POSN, RBN, 2MM SPACE",Connector
"Conn,RoHS,",Connector
"Conn,26Posn,Rbn,RA",Connector
"Conn, RoHS, 40Posn, Rbn, RT/A, .100, Gold",Connector
"Conn, 48Posn, Din, C-Form, RA",Connector
"CONN,ROHS, 48POSN, DIN, C-FORM, RA",Connector
"Ejector, RoHS, Rbn Ca",Misc. Mechanical
"Ejector, RoHS, Rbn Cable, Long",Misc. Mechanical
"Conn, Dsub, 9Posn, RA, PC Mnt, Gold",Connector
"CONN,CA-DMICRO,9POSN,FEM,JACKPOST,1",Connector
"CONN,CA-DMICRO,9POSN,M,JACKPOST,18I",Connector
"Conn, 2Posn, RA, PC Mnt, 3.0 Micro",Connector
"Conn, 8Posn, 3mm, Pc Mt, Hdr, RA, G",Connector
"CONN,ROHS, 8POSN, 3MM, PC MT, HDR,",Connector
"Conn,36Posn,2 Row Hdr,RA",Connector
"Conn, 34 Posn,2 Row, 0.1sp",Connector
"Conn, 2Posn, Vert, Pc Mnt, 3.0 Micr",Connector
"Conn,RoHS, 2Posn, Vert, Pc Mnt, 3.0 Micro",Connector
"Conn, 12Posn, Vert, PC Mnt, 3.0 Mic",Connector
"CONN,ROHS, 12POSN, VERT, PC MNT, 3.",Connector
"CONN,6POSN, PC MNT, 3MM VERT GOLD",Connector
"CONN,ROHS, 6POSN, PC MNT, 3MM VERT",Connector
"Conn, 8Posn, 3mm, Vert PC MT",Connector
"CONN,ROHS, 8POSN, 3MM, VERT PC MT G",Connector
"Conn,2Posn,RA,0.1Ctr",Connector
"Conn, RoHS, 2Posn, RA, 0.1Ctr",Connector
"Conn,6Posn,0.1Ctr,RA",Connector
"Conn, RoHS, 6Posn, 0.1Ctr, RA",Connector
"Conn,7Posn,0.1 Ctr,RA",Connector
"Conn,2Posn,0.1Ctr",Connector
"Conn,3Posn,0.1Ctr",Connector
"Conn,4Posn,0.1Ctr",Connector
"Conn,5Posn,0.1Ctr",Connector
"Conn,6Posn,0.1Ctr,Gold",Connector
"CONN,ROHS,6POSN,0.1CTR,GOLD",Connector
"Conn,7Posn,0.1Ctr",Connector
"Conn,8Posn,0.1sp",Connector
"Conn,Ca-2Posn,0.1sp",Connector
